,trigram,trigram_d_freq,trigram_r_freq,trigram_total
61418,elementari middl school,3,4,7
61419,elementari school children,3,2,5
61420,elementari school district,10,2,12
61421,elementari school high,2,2,4
61422,elementari school kid,3,2,5
61423,elementari school locat,2,3,5
61424,elementari school serv,3,2,5
61425,elementari school student,7,3,10
61426,elementari school teacher,7,4,11
61427,elementari secondari educ,60,39,99
61428,elementari secondari school,10,7,17
61429,eleven million peopl,3,2,5
61430,eleven year later,2,2,4
61431,eleventh circuit court,2,2,4
61432,elig food stamp,4,5,9
61433,elig free reduc,4,5,9
61434,elig green card,2,7,9
61435,elig social secur,2,8,10
61436,elig tax credit,7,7,14
61437,elig unemploy insur,3,2,5
61438,elimin categor elig,4,2,6
61439,elimin direct payment,21,25,46
61440,elimin discrimin workplac,2,2,4
61441,elimin duplic program,2,5,7
61442,elimin duplic wast,2,5,7
61443,elimin human traffick,4,6,10
61444,elimin individu mandat,2,2,4
61445,elimin safeti net,5,2,7
61446,elimin sexual assault,3,5,8
61447,elimin wast fraud,4,7,11
61448,elimin wast spend,3,5,8
61449,elizabeth cadi stanton,5,5,10
61450,elizabeth peratrovich day,3,3,6
61451,ellsworth air forc,9,2,11
61452,els ca nt,4,2,6
61453,els go get,2,2,4
61454,els mr speaker,6,6,12
61455,els unit state,5,5,10
61456,els ve got,2,2,4
61457,els would like,3,2,5
61458,email account conduct,2,2,4
61459,email cell phone,4,2,6
61460,email phone call,5,8,13
61461,emancip hall capitol,3,7,10
61462,embassi around world,5,2,7
61463,emerg assist act,3,4,7
61464,emerg care reauthor,5,6,11
61465,emerg deficit control,9,7,16
61466,emerg food assist,13,4,17
61467,emerg growth compani,2,17,19
61468,emerg manag agenc,60,26,86
61469,emerg manag director,2,2,4
61470,emerg manag system,2,2,4
61471,emerg medic care,4,7,11
61472,emerg medic respons,2,2,4
61473,emerg medic servic,11,16,27
61474,emerg medic technician,12,17,29
61475,emerg oper center,4,2,6
61476,emerg plan aid,11,2,13
61477,emerg prepared respons,2,5,7
61478,emerg present would,13,12,25
61479,emerg respons plan,6,2,8
61480,emerg respons team,7,5,12
61481,emerg room go,2,4,6
61482,emerg room visit,14,6,20
61483,emerg threat capabl,12,2,14
61484,emerg unemploy benefit,48,13,61
61485,emerg unemploy compens,58,13,71
61486,emerg unemploy insur,91,6,97
61487,emerg unemploy program,4,3,7
61488,emerg water deliveri,4,5,9
61489,emerg watersh protect,9,5,14
61490,emeritu energi commerc,2,2,4
61491,emin domain author,2,3,5
61492,emin domain power,6,4,10
61493,emiss drop percent,2,2,4
61494,emiss greenhous ga,5,2,7
61495,emiss unit state,5,6,11
61496,employ ca nt,3,8,11
61497,employ contribut health,17,5,22
61498,employ discrimin base,2,2,4
61499,employ drop coverag,2,5,7
61500,employ feder govern,13,3,16
61501,employ full time,6,2,8
61502,employ health care,6,10,16
61503,employ health insur,4,4,8
61504,employ hire veteran,5,2,7
61505,employ hire worker,2,7,9
61506,employ knowingli hire,2,2,4
61507,employ less peopl,2,2,4
61508,employ make decis,2,2,4
61509,employ mandat go,2,4,6
61510,employ men women,2,2,4
61511,employ million peopl,5,5,10
61512,employ minimum wage,2,2,4
61513,employ nondiscrimin act,80,11,91
61514,employ nt offer,2,2,4
61515,employ offer coverag,2,2,4
61516,employ offer employe,3,3,6
61517,employ opportun commiss,11,3,14
61518,employ peopl work,2,4,6
61519,employ privat sector,3,4,7
61520,employ provid health,3,10,13
61521,employ purpos new,2,3,5
61522,employ religi belief,8,2,10
61523,employ train administr,3,2,5
61524,employ train program,14,7,21
61525,employ train servic,4,3,7
61526,employ unit state,9,9,18
61527,employ use everifi,2,4,6
61528,employ verif system,17,12,29
61529,employe across countri,5,3,8
61530,employe back work,10,5,15
61531,employe benefit research,2,3,5
61532,employe ca nt,4,4,8
61533,employe come back,2,2,4
61534,employe contractor work,3,2,5
61535,employe depart defens,11,2,13
61536,employe depart homeland,2,2,4
61537,employe even though,2,3,5
61538,employe feder employe,2,5,7
61539,employe feder govern,10,9,19
61540,employe get paid,3,2,5
61541,employe health benefit,24,20,44
61542,employe health care,7,28,35
61543,employe health insur,11,8,19
61544,employe health plan,3,4,7
61545,employe intern union,12,2,14
61546,employe mr speaker,4,4,8
61547,employe privat sector,3,4,7
61548,employe retir incom,3,6,9
61549,employe retroact pay,6,5,11
61550,employe right thing,2,2,4
61551,employe small busi,2,8,10
61552,employe tax account,4,3,7
61553,employe unit state,3,6,9
61554,employe work hour,6,33,39
61555,employerprovid health care,2,3,5
61556,employersponsor health insur,2,10,12
61557,employmentbas green card,2,2,4
61558,en bloc act,2,10,12
61559,en bloc amend,19,35,54
61560,en bloc motion,31,3,34
61561,enabl depart defens,2,2,4
61562,enabl state local,2,2,4
61563,enabl us continu,5,3,8
61564,enabl us see,2,3,5
61565,enact act secretari,5,42,47
61566,enact afford care,7,2,9
61567,enact bill would,4,6,10
61568,enact civil right,3,4,7
61569,enact claus insert,2,6,8
61570,enact dream act,2,3,5
61571,enact farm bill,6,3,9
61572,enact fiscal year,4,4,8
61573,enact immigr reform,2,2,4
61574,enact import legisl,3,3,6
61575,enact last year,3,4,7
61576,enact law would,4,2,6
61577,enact legisl would,3,10,13
61578,enact polici help,2,4,6
61579,enact real reform,2,2,4
61580,enact senat hous,13,12,25
61581,enact taiwan relat,2,4,6
61582,enact year ago,4,4,8
61583,encourag american compani,2,2,4
61584,encourag colleagu cosponsor,6,3,9
61585,encourag colleagu get,2,2,4
61586,encourag colleagu hous,2,5,7
61587,encourag colleagu join,26,38,64
61588,encourag colleagu oppos,8,5,13
61589,encourag colleagu senat,3,5,8
61590,encourag colleagu side,14,23,37
61591,encourag colleagu support,63,93,156
61592,encourag colleagu take,4,5,9
61593,encourag colleagu vote,23,41,64
61594,encourag colleagu well,2,2,4
61595,encourag econom develop,4,2,6
61596,encourag econom growth,7,13,20
61597,encourag everi member,2,4,6
61598,encourag get involv,2,2,4
61599,encourag major leader,3,2,5
61600,encourag member come,2,3,5
61601,encourag member congress,2,3,5
61602,encourag peopl come,2,11,13
61603,encourag peopl get,3,2,5
61604,encourag presid obama,3,2,5
61605,encourag privat sector,4,3,7
61606,encourag small busi,2,4,6
61607,encourag state depart,2,3,5
61608,encourag young peopl,10,4,14
61609,end amend stand,3,2,5
61610,end american peopl,2,5,7
61611,end big fail,4,10,14
61612,end bulk collect,16,6,22
61613,end bush administr,6,4,10
61614,end calendar year,6,5,11
61615,end civil war,8,4,12
61616,end cold war,11,19,30
61617,end day believ,2,2,4
61618,end day end,3,2,5
61619,end day go,6,9,15
61620,end day let,5,3,8
61621,end day look,3,2,5
61622,end day need,3,2,5
61623,end day nt,6,2,8
61624,end day senat,2,4,6
61625,end day think,5,4,9
61626,end debat bill,2,4,6
61627,end direct payment,8,9,17
61628,end domest violenc,22,6,28
61629,end fail polici,2,2,4
61630,end feder govern,4,3,7
61631,end filibust vote,3,2,5
61632,end fiscal year,49,62,111
61633,end follow new,11,39,50
61634,end good news,2,2,4
61635,end govern shutdown,38,25,63
61636,end health care,2,2,4
61637,end human traffick,3,14,17
61638,end illeg immigr,5,6,11
61639,end iran nuclear,3,7,10
61640,end korean war,3,4,7
61641,end last week,4,6,10
61642,end last year,44,30,74
61643,end meet get,4,3,7
61644,end meet go,3,3,6
61645,end meet instead,2,3,5
61646,end meet know,3,2,5
61647,end meet mani,3,2,5
61648,end meet mr,2,3,5
61649,end meet peopl,3,3,6
61650,end meet put,5,2,7
61651,end meet work,5,2,7
61652,end meet yet,2,3,5
61653,end modern slaveri,3,3,6
61654,end mr speaker,6,4,10
61655,end next year,11,8,19
61656,end nuclear weapon,6,5,11
61657,end polit spectrum,3,3,6
61658,end posit note,3,3,6
61659,end presid bush,2,2,4
61660,end presid obama,2,3,5
61661,end run around,3,11,14
61662,end second world,2,4,6
61663,end septemb purpos,2,11,13
61664,end sexual assault,3,8,11
61665,end sexual domest,10,3,13
61666,end sexual violenc,2,5,7
61667,end unit state,4,11,15
61668,end user exempt,2,2,4
61669,end user relief,5,11,16
61670,end violenc women,5,2,7
61671,end war afghanistan,5,4,9
61672,end war iraq,3,10,13
61673,end war serv,2,2,4
61674,end world war,21,37,58
61675,end would like,3,4,7
61676,end year ago,3,6,9
61677,end year could,3,3,6
61678,end year extend,2,3,5
61679,end year go,3,3,6
61680,end year mr,2,4,6
61681,end year nt,3,4,7
61682,end year percent,3,6,9
61683,end year work,2,3,5
61684,end year would,2,4,6
61685,endang nation secur,3,3,6
61686,endang speci act,100,110,210
61687,endang speci list,2,3,5
61688,endang speci transpar,3,6,9
61689,endeavor mr speaker,3,5,8
61690,endeavor thank servic,2,2,4
61691,endow creator certain,7,14,21
61692,endur freedom afghanistan,3,5,8
61693,endur freedom iraqi,2,4,6
61694,endur freedom oper,5,8,13
61695,endur year come,2,2,4
61696,enemi forc attack,7,2,9
61697,enemi foreign domest,2,12,14
61698,enemi unit state,6,17,23
61699,energi assist program,17,5,22
61700,energi better commun,2,2,4
61701,energi bill famili,2,4,6
61702,energi bill floor,4,8,12
61703,energi ca nt,2,2,4
61704,energi commerc committe,109,188,297
61705,energi commerc print,2,2,4
61706,energi committe ask,2,2,4
61707,energi committe chairman,2,2,4
61708,energi committe rank,2,2,4
61709,energi committe senat,8,10,18
61710,energi consum relief,4,14,18
61711,energi consumpt percent,4,2,6
61712,energi cost countri,4,2,6
61713,energi cost go,6,3,9
61714,energi countri energi,2,2,4
61715,energi creat job,4,5,9
61716,energi depart energi,3,3,6
61717,energi effici also,2,4,6
61718,energi effici amend,3,3,6
61719,energi effici bill,76,44,120
61720,energi effici build,5,2,7
61721,energi effici feder,5,3,8
61722,energi effici improv,32,9,41
61723,energi effici legisl,29,5,34
61724,energi effici look,2,2,4
61725,energi effici measur,6,7,13
61726,energi effici program,7,3,10
61727,energi effici project,7,3,10
61728,energi effici provis,2,2,4
61729,energi effici reduc,9,2,11
61730,energi effici renew,14,6,20
61731,energi effici requir,4,2,6
61732,energi effici shaheenportman,2,2,4
61733,energi effici standard,7,4,11
61734,energi effici technolog,17,5,22
61735,energi effici think,2,4,6
61736,energi effici work,6,2,8
61737,energi energi effici,24,2,26
61738,energi environment design,2,2,4
61739,energi explor develop,4,2,6
61740,energi futur countri,4,13,17
61741,energi health care,3,3,6
61742,energi independ also,2,4,6
61743,energi independ america,2,5,7
61744,energi independ energi,2,12,14
61745,energi independ nation,2,2,4
61746,energi independ re,2,2,4
61747,energi independ secur,11,31,42
61748,energi independ strengthen,2,2,4
61749,energi inform administr,16,31,47
61750,energi inform agenc,7,11,18
61751,energi infrastructur act,3,13,16
61752,energi infrastructur project,7,5,12
61753,energi job act,16,32,48
61754,energi legisl floor,3,2,5
61755,energi like wind,3,3,6
61756,energi miner resourc,4,7,11
61757,energi mr speaker,2,4,6
61758,energi natur ga,3,5,8
61759,energi natur resourc,299,55,354
61760,energi need countri,3,3,6
61761,energi need energi,5,3,8
61762,energi need make,2,3,5
61763,energi offic scienc,6,2,8
61764,energi plan countri,2,18,20
61765,energi polici act,7,24,31
61766,energi polici also,2,2,4
61767,energi polici countri,3,7,10
61768,energi polici creat,3,4,7
61769,energi polici energi,4,2,6
61770,energi polici must,2,2,4
61771,energi polici need,5,2,7
61772,energi polici one,2,4,6
61773,energi polici want,2,2,4
61774,energi polici would,2,5,7
61775,energi power subcommitte,3,5,8
61776,energi price increas,3,3,6
61777,energi product boom,3,2,5
61778,energi product energi,2,8,10
61779,energi product feder,4,12,16
61780,energi product job,2,3,5
61781,energi regulatori commiss,33,26,59
61782,energi research develop,11,18,29
61783,energi resourc includ,4,3,7
61784,energi save consum,2,2,4
61785,energi save contract,2,2,4
61786,energi save industri,34,6,40
61787,energi secur act,5,21,26
61788,energi secur bill,2,3,5
61789,energi secur help,2,3,5
61790,energi secur let,3,3,6
61791,energi secur need,2,2,4
61792,energi secur reduc,3,3,6
61793,energi secur unit,2,2,4
61794,energi strategi includ,2,2,4
61795,energi unit state,17,9,26
61796,energi use countri,4,2,6
61797,energi use energi,2,2,4
61798,energi use unit,3,2,5
61799,energi water appropri,12,18,30
61800,energi water bill,8,7,15
61801,energi water develop,14,11,25
61802,energi water effici,5,2,7
61803,energi water subcommitte,8,3,11
61804,enforc administr dea,4,3,7
61805,enforc agenc across,2,2,4
61806,enforc agenc fbi,2,3,5
61807,enforc agenc protect,2,2,4
61808,enforc agenc would,3,2,5
61809,enforc border secur,4,13,17
61810,enforc child support,4,4,8
61811,enforc civil right,6,5,11
61812,enforc concurr resolut,12,9,21
61813,enforc exist law,14,19,33
61814,enforc feder immigr,2,3,5
61815,enforc feder law,10,14,24
61816,enforc first respond,2,5,7
61817,enforc gun law,5,2,7
61818,enforc health care,3,6,9
61819,enforc homeland secur,2,2,4
61820,enforc immigr law,29,106,135
61821,enforc labor law,3,2,5
61822,enforc law act,2,12,14
61823,enforc law alreadi,2,9,11
61824,enforc law book,5,15,20
61825,enforc law congress,2,6,8
61826,enforc law enforc,8,7,15
61827,enforc law make,2,3,5
61828,enforc law presid,3,13,16
61829,enforc law protect,2,5,7
61830,enforc law written,3,5,8
61831,enforc mr speaker,2,5,7
61832,enforc nation secur,5,3,8
61833,enforc offic across,7,12,19
61834,enforc offic associ,12,15,27
61835,enforc offic first,10,3,13
61836,enforc offic kill,6,4,10
61837,enforc offic memori,8,7,15
61838,enforc offic one,2,3,5
61839,enforc offic risk,3,2,5
61840,enforc offic serv,2,2,4
61841,enforc offic sheriff,3,2,5
61842,enforc offic state,2,2,4
61843,enforc offic train,3,2,5
61844,enforc offic work,2,2,4
61845,enforc public safeti,6,4,10
61846,enforc recoveri miss,2,2,4
61847,enforc rule law,2,10,12
61848,enforc task forc,2,2,4
61849,enforc tax law,7,6,13
61850,enforc tool need,9,4,13
61851,enforc train center,8,6,14
61852,engag american peopl,3,2,5
61853,engag colloquy chairman,3,3,6
61854,engag colloquy colleagu,2,6,8
61855,engag colloquy senat,12,13,25
61856,engag combat oper,2,2,4
61857,engag debat offer,2,2,4
61858,engag import debat,4,3,7
61859,engag polit process,3,2,5
61860,engag terrorist activ,4,6,10
61861,engag young peopl,2,2,4
61862,engel new york,4,14,18
61863,engel rank member,2,2,4
61864,engin air forc,3,2,5
61865,engin compani american,3,2,5
61866,engin econom growth,8,8,16
61867,engin job creation,5,3,8
61868,engin math stem,6,10,16
61869,engin mathemat stem,5,6,11
61870,engin unit state,4,4,8
61871,england compound center,10,7,17
61872,england journal medicin,9,3,12
61873,english languag learner,14,4,18
61874,english languag skill,4,2,6
61875,english second languag,8,3,11
61876,engross third read,3,4,7
61877,enhanc act would,3,3,6
61878,enhanc border secur,7,5,12
61879,enhanc energi secur,2,4,6
61880,enhanc financi counsel,2,10,12
61881,enhanc modern act,4,4,8
61882,enhanc nation secur,8,6,14
61883,enhanc qualiti life,11,9,20
61884,enhanc secur cooper,4,2,6
61885,enjoy bipartisan support,11,21,32
61886,enjoy broad bipartisan,6,19,25
61887,enjoy broad support,6,8,14
61888,enjoy hunt fish,3,7,10
61889,enjoy opportun work,2,2,4
61890,enjoy safe haven,2,2,4
61891,enjoy spend time,9,8,17
61892,enjoy strong bipartisan,8,3,11
61893,enjoy success career,2,2,4
61894,enjoy wide bipartisan,3,2,5
61895,enjoy work senat,4,2,6
61896,enlist act would,3,2,5
61897,enlist air forc,3,5,8
61898,enlist armi serv,6,3,9
61899,enlist marin corp,7,8,15
61900,enlist unit state,42,30,72
61901,enlist us air,4,2,6
61902,enlist us armi,15,18,33
61903,enlist us marin,5,3,8
61904,enlist us navi,5,4,9
61905,enliste recognit ceremoni,2,2,4
61906,enorm amount money,4,4,8
61907,enough american peopl,3,12,15
61908,enough ca nt,2,3,5
61909,enough enough american,3,2,5
61910,enough enough let,7,4,11
61911,enough enough one,2,3,5
61912,enough enough time,5,6,11
61913,enough food feed,6,2,8
61914,enough know nt,3,2,5
61915,enough last year,2,2,4
61916,enough member congress,2,3,5
61917,enough money buy,9,3,12
61918,enough money come,5,3,8
61919,enough money go,4,2,6
61920,enough money left,2,2,4
61921,enough money pay,12,18,30
61922,enough money provid,2,2,4
61923,enough money send,2,2,4
61924,enough mr speaker,6,7,13
61925,enough nt know,2,3,5
61926,enough peopl nt,2,2,4
61927,enough vote pass,6,4,10
61928,enough yield floor,2,4,6
61929,enrich uranium percent,2,5,7
61930,enrol afford care,6,2,8
61931,enrol bill joint,20,3,23
61932,enrol health care,9,9,18
61933,enrol health insur,9,4,13
61934,enrol health plan,3,2,5
61935,enrol medicar advantag,4,10,14
61936,enrol million peopl,3,2,5
61937,enrol va health,2,2,4
61938,ensur afford care,4,4,8
61939,ensur america remain,5,7,12
61940,ensur american access,10,3,13
61941,ensur american famili,6,2,8
61942,ensur american peopl,5,11,16
61943,ensur american worker,4,4,8
61944,ensur border secur,2,10,12
61945,ensur brighter futur,2,2,4
61946,ensur charter school,3,2,5
61947,ensur children receiv,11,2,13
61948,ensur coast guard,2,2,4
61949,ensur continu oper,3,3,6
61950,ensur continu success,2,2,4
61951,ensur equal pay,15,2,17
61952,ensur equal treatment,6,2,8
61953,ensur everi american,16,3,19
61954,ensur everi child,8,4,12
61955,ensur everi dollar,3,2,5
61956,ensur everi state,3,2,5
61957,ensur everi student,7,6,13
61958,ensur everi victim,2,2,4
61959,ensur fair process,3,2,5
61960,ensur fair return,3,3,6
61961,ensur fair treatment,2,2,4
61962,ensur feder agenc,4,5,9
61963,ensur feder dollar,2,3,5
61964,ensur feder fund,7,3,10
61965,ensur feder govern,13,8,21
61966,ensur flood insur,3,3,6
61967,ensur food safe,2,2,4
61968,ensur food safeti,2,2,4
61969,ensur fund spent,2,2,4
61970,ensur fund use,3,2,5
61971,ensur futur gener,10,12,22
61972,ensur hard work,5,3,8
61973,ensur hardwork american,2,2,4
61974,ensur law enforc,6,4,10
61975,ensur law follow,2,3,5
61976,ensur local commun,4,2,6
61977,ensur longterm viabil,4,2,6
61978,ensur medicar beneficiari,3,2,5
61979,ensur member congress,4,5,9
61980,ensur men women,10,23,33
61981,ensur million american,6,2,8
61982,ensur million peopl,4,2,6
61983,ensur nation secur,12,5,17
61984,ensur never happen,4,8,12
61985,ensur next gener,3,2,5
61986,ensur nt happen,3,3,6
61987,ensur patient access,10,7,17
61988,ensur patient receiv,3,2,5
61989,ensur peopl access,2,2,4
61990,ensur public access,6,3,9
61991,ensur public safeti,6,5,11
61992,ensur qualiti life,2,4,6
61993,ensur rural commun,2,4,6
61994,ensur safe effici,2,2,4
61995,ensur safeti nation,5,3,8
61996,ensur safeti secur,3,7,10
61997,ensur senior access,3,2,5
61998,ensur small busi,6,7,13
61999,ensur social secur,7,2,9
62000,ensur state right,2,3,5
62001,ensur student success,2,2,4
62002,ensur tax dollar,3,6,9
62003,ensur taxpay dollar,7,6,13
62004,ensur transpar account,2,3,5
62005,ensur unit state,14,22,36
62006,ensur veteran get,5,4,9
62007,ensur veteran given,2,2,4
62008,ensur veteran receiv,15,10,25
62009,ensur victim sexual,3,2,5
62010,ensur women famili,2,2,4
62011,enter agreement state,2,2,4
62012,enter air forc,3,2,5
62013,enter colloquy colleagu,2,4,6
62014,enter colloquy senat,3,2,5
62015,enter cooper agreement,3,3,6
62016,enter countri illeg,6,45,51
62017,enter high school,4,2,6
62018,enter job market,3,2,5
62019,enter longterm contract,2,2,4
62020,enter militari servic,4,2,6
62021,enter motion reconsid,15,4,19
62022,enter new era,2,2,4
62023,enter new york,2,4,6
62024,enter next chapter,2,2,4
62025,enter privat practic,2,2,4
62026,enter public servic,4,8,12
62027,enter record articl,2,2,4
62028,enter record letter,4,3,7
62029,enter unit state,17,65,82
62030,enter us armi,2,3,5
62031,enter world war,3,5,8
62032,entir adult life,8,5,13
62033,entir democrat caucu,5,4,9
62034,entir famili best,6,5,11
62035,entir famili friend,2,4,6
62036,entir feder budget,5,5,10
62037,entir feder govern,71,25,96
62038,entir fiscal year,4,2,6
62039,entir govern includ,7,2,9
62040,entir health care,5,11,16
62041,entir hous repres,18,4,22
62042,entir intern commun,5,4,9
62043,entir middl east,2,4,6
62044,entir nation defens,2,2,4
62045,entir senat famili,5,3,8
62046,entir southern border,7,5,12
62047,entir tax code,3,3,6
62048,entir unit state,13,25,38
62049,entir work life,2,2,4
62050,entitl opinion entitl,5,2,7
62051,entitl oversight hear,4,2,6
62052,entitl program make,3,2,5
62053,entitl reform need,2,2,4
62054,entitl reform tax,2,4,6
62055,entitl social secur,4,2,6
62056,entrepreneur creat job,3,3,6
62057,entrepreneur small busi,7,9,16
62058,entrepreneur start busi,4,4,8
62059,entri unit state,3,11,14
62060,environ econom growth,2,4,6
62061,environ job creation,2,2,4
62062,environ mr speaker,8,4,12
62063,environ public work,145,76,221
62064,environment group oppos,2,2,4
62065,environment impact statement,41,93,134
62066,environment manag program,2,3,5
62067,environment polici act,46,30,76
62068,environment protect agenc,170,180,350
62069,environment public safeti,2,2,4
62070,environment qualiti incent,8,4,12
62071,environment restor project,7,6,13
62072,environment review process,18,19,37
62073,environment review project,3,3,6
62074,environment review streamlin,2,2,4
62075,environment safeti standard,2,2,4
62076,environment sensit land,5,2,7
62077,environment stewardship award,6,2,8
62078,environment work group,3,4,7
62079,envoy promot religi,8,4,12
62080,epa administr gina,4,3,7
62081,epa armi corp,3,9,12
62082,epa author regul,6,2,8
62083,epa ca nt,2,3,5
62084,epa final rule,2,3,5
62085,epa move forward,2,3,5
62086,epa propos rule,8,9,17
62087,epa propos would,2,2,4
62088,epa regul coal,2,2,4
62089,epa set standard,5,3,8
62090,epilepsi foundat northeastern,3,2,5
62091,equal access justic,15,18,33
62092,equal divid chairman,2,7,9
62093,equal divid control,208,30,238
62094,equal divid democrat,4,4,8
62095,equal divid major,8,5,13
62096,equal divid two,97,4,101
62097,equal divid usual,83,17,100
62098,equal divid vote,14,8,22
62099,equal educ opportun,11,2,13
62100,equal employ opportun,15,4,19
62101,equal endow creator,7,9,16
62102,equal fair act,2,2,4
62103,equal justic law,33,8,41
62104,equal opportun equal,3,4,7
62105,equal pay act,94,8,102
62106,equal pay equal,142,5,147
62107,equal protect claus,6,3,9
62108,equal protect law,20,9,29
62109,equal right amend,3,2,5
62110,equal right peopl,2,2,4
62111,equal treatment law,8,5,13
62112,equip distributor associ,2,3,5
62113,equip moder vet,3,2,5
62114,equip syrian opposit,7,4,11
62115,equip syrian rebel,3,4,7
62116,equip unit state,3,2,5
62117,equip vet syrian,3,3,6
62118,equiti fund advis,5,2,7
62119,escal health care,2,2,4
62120,especi african american,3,3,6
62121,especi given fact,3,2,5
62122,especi home state,5,2,7
62123,especi light recent,3,2,5
62124,especi like thank,4,4,8
62125,especi new york,2,2,4
62126,especi pleas bill,2,2,4
62127,especi rural area,3,6,9
62128,especi side aisl,2,3,5
62129,especi small busi,4,8,12
62130,especi thank senat,6,2,8
62131,especi true young,2,2,4
62132,especi want recogn,3,11,14
62133,especi want thank,6,8,14
62134,especi young peopl,4,6,10
62135,essenti air servic,10,4,14
62136,essenti govern servic,4,4,8
62137,essenti health benefit,4,6,10
62138,essenti health care,9,4,13
62139,essenti nation secur,5,2,7
62140,essenti unit state,4,2,6
62141,establish afford care,4,2,6
62142,establish claus first,2,3,5
62143,establish commemor work,2,3,5
62144,establish deficitneutr reserv,13,2,15
62145,establish execut order,2,3,5
62146,establish grant program,4,3,7
62147,establish justic insur,4,2,6
62148,establish legisl refer,5,2,7
62149,establish nation commiss,4,2,6
62150,establish nation defens,2,2,4
62151,establish nation park,7,2,9
62152,establish nonprofit organ,3,2,5
62153,establish pilot program,5,9,14
62154,establish point order,3,2,5
62155,establish probabl caus,3,5,8
62156,establish republ china,2,6,8
62157,establish section titl,2,3,5
62158,establish special envoy,4,2,6
62159,establish task forc,4,2,6
62160,establish tribal advisori,2,3,5
62161,establish unit state,3,4,7
62162,establish work group,5,5,10
62163,establish year ago,4,2,6
62164,esteem colleagu join,2,7,9
62165,estim amend would,2,2,4
62166,estim annual cost,2,2,4
62167,estim averag rate,6,2,8
62168,estim bill would,3,2,5
62169,estim billion barrel,2,8,10
62170,estim billion billion,4,2,6
62171,estim billion year,5,8,13
62172,estim congression budget,5,5,10
62173,estim could save,2,3,5
62174,estim feder govern,5,2,7
62175,estim last year,3,3,6
62176,estim million american,12,12,24
62177,estim million million,2,2,4
62178,estim million peopl,27,11,38
62179,estim nearli million,5,2,7
62180,estim new case,3,3,6
62181,estim peopl die,2,3,5
62182,estim save billion,2,2,4
62183,estim total cost,2,7,9
62184,estim unit state,2,4,6
62185,et cetera peopl,2,2,4
62186,et seq amend,2,4,6
62187,ethic religi liberti,2,3,5
62188,ethnic azerbaijani civilian,3,2,5
62189,ethnic minor group,2,4,6
62190,ethnic nation origin,3,3,6
62191,ethnic religi minor,7,2,9
62192,eunic kennedi shriver,3,2,5
62193,europ around world,3,4,7
62194,europ middl east,7,5,12
62195,europ south america,4,3,7
62196,europ unit state,9,10,19
62197,europ world war,10,4,14
62198,european aspir peopl,5,2,7
62199,europeradio liberti voic,2,2,4
62200,evangel lutheran church,3,8,11
62201,even allow debat,5,6,11
62202,even allow us,5,5,10
62203,even allow vote,13,2,15
62204,even begin debat,3,2,5
62205,even bring floor,4,4,8
62206,even ca nt,2,5,7
62207,even civil war,2,2,4
62208,even come close,12,12,24
62209,even come floor,4,2,6
62210,even come tabl,2,3,5
62211,even consid legisl,3,5,8
62212,even debat bill,4,5,9
62213,even discuss issu,3,2,5
62214,even feder govern,6,4,10
62215,even first time,2,2,4
62216,even get bill,4,3,7
62217,even get chanc,2,3,5
62218,even get vote,5,5,10
62219,even go back,2,7,9
62220,even greater import,2,2,4
62221,even greater risk,3,2,5
62222,even health care,4,2,6
62223,even hold hear,2,3,5
62224,even hous republican,7,2,9
62225,even hundr million,4,2,6
62226,even know go,4,2,6
62227,even know mani,3,3,6
62228,even know nt,3,2,5
62229,even last year,3,3,6
62230,even local govern,2,2,4
62231,even member congress,5,5,10
62232,even mr speaker,5,12,17
62233,even nt like,3,3,6
62234,even nt want,2,4,6
62235,even offer amend,3,3,6
62236,even one person,2,3,5
62237,even pass law,2,2,4
62238,even peopl come,2,5,7
62239,even peopl disagre,2,2,4
62240,even play field,11,10,21
62241,even preexist condit,4,2,6
62242,even presid obama,5,10,15
62243,even shut govern,4,2,6
62244,even start debat,4,2,6
62245,even state depart,2,4,6
62246,even suprem court,8,2,10
62247,even take account,3,6,9
62248,even tell us,5,3,8
62249,even though administr,3,9,12
62250,even though agre,3,2,5
62251,even though agreement,2,2,4
62252,even though alreadi,9,4,13
62253,even though american,2,6,8
62254,even though believ,3,5,8
62255,even though bill,3,4,7
62256,even though congress,3,8,11
62257,even though constitut,2,3,5
62258,even though could,2,6,8
62259,even though countri,2,2,4
62260,even though critic,2,2,4
62261,even though current,3,2,5
62262,even though day,2,3,5
62263,even though democrat,5,2,7
62264,even though differ,4,4,8
62265,even though disagre,9,10,19
62266,even though everi,4,2,6
62267,even though feder,2,6,8
62268,even though go,5,3,8
62269,even though govern,2,2,4
62270,even though great,2,2,4
62271,even though hous,4,2,6
62272,even though know,15,5,20
62273,even though law,4,18,22
62274,even though lot,2,2,4
62275,even though made,5,3,8
62276,even though major,8,4,12
62277,even though make,3,2,5
62278,even though mani,15,8,23
62279,even though may,9,14,23
62280,even though might,4,7,11
62281,even though nation,3,3,6
62282,even though never,4,3,7
62283,even though nt,26,22,48
62284,even though number,2,3,5
62285,even though one,8,4,12
62286,even though oppos,8,6,14
62287,even though parti,2,2,4
62288,even though pass,5,2,7
62289,even though percent,9,4,13
62290,even though presid,8,22,30
62291,even though promis,2,4,6
62292,even though re,3,7,10
62293,even though republican,8,5,13
62294,even though seen,2,3,5
62295,even though senat,11,9,20
62296,even though state,5,3,8
62297,even though studi,2,5,7
62298,even though support,4,3,7
